,sample_id,fapar,modis_blue,modis_red,modis_nir,modis_mir,modis_evi,modis_ndvi,modis_lst_day_p05,modis_lst_day_p50,modis_lst_day_p95,modis_lst_night_p05,modis_lst_night_p50,modis_lst_night_p95,wv_yearly_p25,wv_yearly_p50,wv_yearly_p75,wv_monthly_lt_p50,wv_monthly_lt_p25,wv_monthly_lt_p75,wv_monthly_lt_sd,wv_monthly_ts_raw,wv_monthly_ts_smooth,accum_pr_monthly,dtm_slope,dtm_aspect-cosine,dtm_aspect-sine,dtm_downlslope.curvature,dtm_upslope.curvature,dtm_elevation,dtm_cti,dtm_neg.openess,dtm_pos.openess,dtm_vbf,kfold,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
0,0,0.31063366,-0.3984585020401687,-0.45897645018218214,-1.286835764951636,-0.1986496812547511,-0.7583958989716927,-0.29259065807621165,-1.062458879358566,-1.0472509639333927,-0.9720250458012398,-1.062458879358566,-0.9131677168421344,-1.1409792520323303,-0.2728123222976905,0.34895694552549694,0.17544269529491655,-0.8763076606521611,-0.86956303454572,-0.883606352076357,-0.6046033545719087,-0.8471209662799987,-0.9847498283221517,0.9152105263001862,2.211435824602924,-0.8171703352780754,-1.6395960851543467,-1.2700315194435128,0.41221202240145377,-0.48906631882643964,-1.070474442118502,-0.9300485721539705,-1.3565893722670126,-1.066280540758761,2,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0.6995,-0.2738203671353579,-0.47085755015997244,0.599852616261529,-0.5977455653921472,1.2338709314424323,0.8188427994929229,0.5948812001160644,0.6389931787244982,0.4297109490272244,0.5948812001160644,1.384377437079463,1.155780677150362,3.3490057416645813,2.7749581064350366,1.8995192801579353,2.3824812501617285,2.5228883456022655,2.4434672789553677,1.1071294417369089,2.368401411302482,2.3936118137545987,-0.4886986367670652,2.527198825921077,-0.5729144142536415,1.2454888602444656,-2.773707516218228,2.570193919171686,-0.7447998733423977,-0.27121190074284446,-1.3196513448754543,-1.3565893722670126,-1.0784940589130505,4,0,0,0,0,0,0,0,0,1,0,0,0
2,2,0.35357228,-0.3558738059476917,-0.3766574003360639,-1.1112868950052592,-0.2304248312656903,-0.6859700913783381,-0.30061281557835107,-0.07442921659484408,-0.4004723886673523,-0.1973814697118254,-0.07442921659484408,-0.3795443262538924,-0.4086789847566893,-0.24363940192747482,-0.0443106110851022,0.2779900014577727,-0.7690224290204282,-0.8036301805130839,-0.7538173618962116,-0.5129033833410792,-0.6675516903350696,-0.7455820829780175,-0.5636115316242828,2.211435824602924,-0.8171703352780754,-1.6395960851543467,-1.2700315194435128,0.41221202240145377,-0.48906631882643964,-1.070474442118502,-0.9300485721539705,-1.3565893722670126,-1.066280540758761,5,0,0,1,0,0,0,0,0,0,0,0,0
3,3,0.26006663,-0.1034815827654499,0.09349469878506539,0.5148500055506519,-0.30477868229128796,0.14859806073585638,-0.10297602620746166,-1.583033647911495,-1.532334895382923,-1.5991174645402897,-1.583033647911495,-1.6691341868421439,-1.340697506743869,-0.4463911985004735,-0.5767540237689328,-0.19308668622784764,-0.8466126411826637,-0.819083193176983,-0.8102084403882748,-0.7956449613028035,-0.7846238163187733,-0.710879312084947,-0.3796315001739374,-0.6304311872604565,0.6986104635643982,0.9967473245895433,0.9019449203421867,-0.6268162982656951,-0.2254118135068899,1.408357285854254,0.6283625187319647,0.9642983278892457,-0.3243093128856824,4,0,0,0,0,0,0,0,0,0,0,1,0
4,4,0.77933335,-0.3029025986131471,-0.4734035001552132,0.37625879243509125,-0.4693739593479529,0.9619955921689164,0.7794612990278749,0.9029764713004509,0.6389931787244982,0.4297109490272244,0.9029764713004509,1.1916801015892646,1.0226351740093365,3.277532086757553,3.0226655933910633,2.1334553223419506,1.3287870109214936,1.4030600278917096,1.269995788430054,0.2741880363902075,1.2725006831091645,1.343149559694088,-0.40453956597029184,2.527198825921077,-0.5729144142536415,1.2454888602444656,-2.773707516218228,2.570193919171686,-0.7447998733423977,-0.27121190074284446,-1.3196513448754543,-1.3565893722670126,-1.0784940589130505,5,0,0,1,0,0,0,0,0,0,0,0,0
5,5,0.875,-0.5262125903175997,-0.766187749607902,-0.11343016057322285,-0.8729183644868804,0.9686810513313799,1.3891452691904709,0.5842572252476372,0.3733519781688031,0.122312704547298,0.5842572252476372,1.2361487174716181,1.0559215497945929,3.423396688608631,3.381458396662422,2.165501355517843,2.1717424023136815,2.1138986104310686,2.0191915455388925,1.397512683967869,2.5374077886624153,2.4348799737355478,-0.09450962579294048,2.527198825921077,-0.5729144142536415,1.2454888602444656,-2.773707516218228,2.570193919171686,-0.7447998733423977,-0.27121190074284446,-1.3196513448754543,-1.3565893722670126,-1.0784940589130505,4,0,0,0,0,0,0,0,0,0,0,1,0
6,6,0.8438575,-0.5127101257029119,-0.7390309496586671,0.6238750932015595,-0.8767313824881932,1.6929391272649266,1.4183167510164325,0.21241810485268814,-0.042434248787937126,-0.1481977505950372,0.21241810485268814,0.6135880951186691,0.6564850403715159,0.26396941251427725,0.7396708167035597,1.582263551716599,0.1390704244338832,0.20184584348461848,0.09741939438874127,-0.06204519145616739,0.044563722603399365,0.13324214207082075,-0.38963246598610995,-0.9461941885786099,-1.4382658015215375,-0.9092148881039062,0.06656936657845612,-0.14726476565008795,-0.8545616201921673,-0.4340985725117097,0.6283625187319647,0.9642983278892457,1.5046650307191496,4,0,0,0,1,0,0,0,0,0,0,0,0
7,7,0.9485307,-0.5179033813239456,-0.7449714996475623,0.4575656374628868,-0.8239846334700341,1.5213456754283632,1.429985343746817,-0.09567716633169832,-0.10018233586526216,-0.12360589103664309,-0.09567716633169832,0.3764221437461171,0.423480409874721,-0.516406207388991,-0.4516234375746513,-0.16531345747540746,0.2022920787882973,0.18536262997645941,0.16007614826881142,0.20541305796708537,0.2628636266933132,0.34614833106344217,-0.4494495633909915,-0.6304311872604565,0.4717806486772604,-1.652270813085808,0.40071958808394836,0.2523615115295847,-0.4709612884182302,-0.699188646174765,-0.15084302671100291,0.9642983278892457,-1.0021595704487418,2,0,0,0,0,0,0,0,0,1,0,0,0
8,8,0.5,-0.3215983188488687,-0.38599255031861335,-0.07277673805932507,-0.45984141434467113,0.42604461597809196,0.4425306839380191,0.9667203205110135,0.6851916483863583,0.5157824574816038,0.9667203205110135,1.4140231810010322,1.155780677150362,3.292118546942661,3.341876272458108,2.033044418390821,2.0884047670283175,2.2076468872587234,2.1158619658110007,0.8014628709674771,2.0832031495075944,2.1553819811373045,-0.5568184227707316,1.8956728232847704,-1.4989667378997855,-0.7507807889606436,-1.9383319624544972,0.9716888104529955,-0.7447998733423977,-0.2664211162790543,-0.5404457994324867,-4.8379209225014,-1.029639986295893,2,0,0,0,0,0,1,0,0,0,0,0,0
9,9,0.742,-0.45558431387154025,-0.5039549000981025,0.09168483483780683,-0.5583443793785826,0.7012626848328396,0.8086327808538364,0.7861127477477525,0.5581458568162432,0.3928231596896332,0.7861127477477525,1.354731693157894,1.1724238650429903,3.277532086757553,3.0226655933910633,2.1334553223419506,2.3154279803918953,2.5053749312498463,2.120337448231006,-0.0467618629176958,2.0427120382651105,2.3795431228520028,1.5322512471644216,2.527198825921077,-0.5729144142536415,1.2454888602444656,-2.773707516218228,2.570193919171686,-0.7447998733423977,-0.27121190074284446,-1.3196513448754543,-1.3565893722670126,-1.0784940589130505,4,0,0,0,0,0,0,0,1,0,0,0,0
10,10,0.11203333,0.015963296518327067,-0.013435201015047037,-0.006252955763855985,-0.07345559021165075,-0.0196526615194752,-0.2211205276026059,-0.23378883962125085,0.07306192536671294,-0.16049368037423425,-0.23378883962125085,-0.24613847860683188,-0.5751108636829714,-0.9598345970162687,-1.1768701004149769,-1.621271564766792,-0.7594433904818806,-0.7170933095952489,-0.7582928443162167,-0.9408365824182836,-0.7573363283075341,-0.8440629192961904,2.1398570946209468,1.579909821966617,-1.3258674169359776,0.641854942508635,1.403170252600425,3.609222239838835,3.0979928308000524,-1.2118025838003115,-2.8780624357613895,0.9642983278892457,-1.109027854298774,2,0,0,0,0,0,0,1,0,0,0,0,0
11,11,0.051579334,4.582912289655434,0.2929274484122592,0.021465286859256135,-0.2990591552893189,-0.4848491949075609,-0.6572341809007308,-1.869880969359027,-2.2715104099726835,-2.6196796362136454,-1.869880969359027,-1.847008650371558,-2.3725751560868176,-0.9219098005349884,-1.1781469431312452,-1.6469083913075058,-1.1646367206624435,-1.1405058565860846,-1.1933097355407036,-1.3764114457647239,-1.1578462329886259,-1.2379862645688822,-0.5715368252867592,1.579909821966617,-1.3258674169359776,0.641854942508635,1.403170252600425,3.609222239838835,3.0979928308000524,-1.2118025838003115,-2.8780624357613895,0.9642983278892457,-1.109027854298774,1,1,0,0,0,0,0,0,0,0,0,0,0
12,12,0.580322,-0.4358499425116119,-0.5981550499220111,-0.516268620029119,-0.5697834333825207,0.39150307697203046,0.8523900035927786,-0.053181266857989844,0.223206951767758,0.15920049388488916,-0.053181266857989844,0.3912450157069016,0.506696349337862,0.5236084038091964,0.9963162026734637,1.4540794190130288,-0.15979557796880153,-0.2349593144815965,-0.1899065769755804,0.45758797885186653,0.4160256561757527,-0.04777501420924946,0.9193618705995785,-0.9461941885786099,-0.7998894466919234,1.0268498034267632,-1.2700315194435128,-0.6268162982656951,-0.8421144117865234,4.148286767103573,0.6283625187319647,-0.19614552218888343,1.562679241952024,3,0,0,1,0,0,0,0,0,0,0,0,0
13,13,0.88273835,-0.49609170771560374,-0.6677443497919254,0.4501741060967236,-0.5907550323897406,1.209357581180066,1.1951549150478267,0.7542408231424712,0.6158939438935682,0.3682313001312391,0.7542408231424712,1.2361487174716181,1.0892079255798492,0.30627014705108996,0.3808780134322014,1.6858790589853183,2.11905769035167,2.042814752177133,2.074687527546955,1.8560125401220167,2.2530897684162774,1.8158575740213179,-0.45454439503115496,-0.6304311872604565,1.259585863634189,-0.6794854443461754,-0.4346559656797822,-0.3870405319578915,-0.8387197185849841,0.05296451464028931,0.6283625187319647,-0.19614552218888343,1.562679241952024,1,0,0,0,0,0,1,0,0,0,0,0,0
14,14,0.959143,-0.44727510487788624,-0.6982957497348148,0.030704701066960174,-0.7648828544496873,1.1514169351053825,1.2141163782347018,0.286785928931678,0.11926039502857295,-0.012942523023869598,0.286785928931678,0.6877024549225916,0.9893487982240801,-0.1415341806317201,0.4906864870312648,0.42540175406687836,0.7262654868468503,0.6881006419753106,0.8081260026855369,1.733745911814244,0.5982356567669308,1.1058576398036333,3.696988601829409,-0.6304311872604565,1.2504371579121085,-0.5891780078345157,0.23364447733120225,-0.7067415537016296,-0.8704035217993507,0.1352063146020203,0.6283625187319647,-0.19614552218888343,0.8878823639275367,1,0,0,0,0,0,0,0,0,1,0,0,0
15,15,0.07004924,0.4013028635990336,0.707917297636505,0.08983695199626603,0.9376296831364338,-0.8486495976649501,-1.113767871477029,1.8697581843273186,1.7593060680246038,1.880630662972477,1.8697581843273186,1.502960412765739,1.4886444350029262,-0.27427096831620124,-0.542279270429692,-0.7047550159362652,1.0366263354957923,0.9034126184256382,1.1124588072458776,2.016487489775968,0.8587871551968279,0.5356067018850701,0.6432974746899833,0.0010948153758502171,0.8383097477650553,-1.3813485035508288,0.40071958808394836,-0.7067415537016296,0.23400333310142418,0.3499931513952789,0.2387597460104809,-0.19614552218888343,-0.75178244828581,2,0,0,0,0,0,0,0,1,0,0,0,0
